,Order,Destination,Address,Tag,DriveCourseID,PlaceID,latitude,longitude,LocalID
145,4,발자국화석공원,제주특별자치도 서귀포시 대정읍 형제해안로 192,#관광지 #동물발자국 #사계해안 #송악해안도로 #자연관광지 #제주관광 #제주발자국화석 #제주올레10코스,31,146,33.2173594034123,126.293135312424,7
146,5,사계해변,제주특별자치도 서귀포시 안덕면 사계리,#2024_여행가는달과함께하는_발도장여행지 #경치좋은곳 #관광지 #마린포트홀 #바다경치 #여름피서지 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경 #제주해변 #최남단해변 #휴식여행 #휴식하기좋은곳,31,147,33.2316941376585,126.306514122101,7
147,6,산방산(제주),제주특별자치도 서귀포시 안덕면 산방로 218-10,#가족여행 #걷기길 #관광지 #사진찍기좋은곳 #산방산(제주) #연인과함께 #자연 #자연관광지 #자연속으로 #자연여행 #자연좋은곳 #자연환경 #제주권 #제주도_가볼만한곳 #힐링,31,148,33.2366379775546,126.313292062423,7
148,1,의암호스카이워크,강원특별자치도 춘천시 칠전동 485,#가족과함께 #걷기길 #관광지 #남녀노소 #산책코스 #산책하기좋은곳 #스카이워크 #아이와함께 #연인과함께 #의암호 #자연좋은곳 #휴식여행 #휴식하기 #휴식하기좋은곳,32,149,37.8471139560505,127.679946417046,2
149,2,춘천평화생태공원꿈자람물정원,강원특별자치도 춘천시 소양로3가 128-1,#관광지,32,150,37.8807609751755,127.720480198115,2
150,3,춘천문학공원,강원특별자치도 춘천시 서면 금산리 500-4,#경치좋은곳 #관광지 #남녀노소 #문학공원 #산책하기좋은곳 #수변공원 #아이와함께 #자연환경 #휴식하기좋은곳 #힐링산책,32,151,37.9009463402056,127.696888322688,2
151,4,공지천유원지,강원특별자치도 춘천시 이디오피아길 25,#관광지,32,152,37.8746258252367,127.709531349705,2
152,5,춘천 애니메이션박물관&토이로봇관,강원특별자치도 춘천시 서면 박사로 854,#가족과함께 #가족여행 #문화시설 #아이와함께 #이색체험 #체험학습 #춘천가볼만한곳,32,153,37.8930610610383,127.691892620055,2
153,1,사촌해수욕장,경상남도 남해군 남면 남면로1229번길 44,#관광지 #사촌해수욕장 #여름피서지 #자연 #해수욕장,33,154,34.7435548594097,127.85634020793,5
154,2,"두곡, 월포해수욕장",경상남도 남해군 남면 남면로111번길 77,#가족여행 #경상권 #관광지 #두곡해수욕장 #바다풍경 #여름여행 #여름휴가 #연인과함께 #월포해수욕장 #자연 #친구와함께 #피서여행,33,155,34.7673097748559,127.905738163041,5
155,3,가천 다랭이마을,경상남도 남해군 남면 홍현리 남면로 679번길 21,#15_16한국관광100선 #2024_여행가는달과함께하는_발도장여행지 #가족여행 #가천다랭이마을 #경남 #경상권 #경상권 #관광지 #남해다랭이마을 #숙박 #자연 #자연좋은곳 #한국관광100선,33,156,34.7275201227888,127.894034677694,5
156,4,평산항,경상남도 남해군 남면 남면로1739번길 40,#경남남해평산항 #경남평산항 #관광지 #남해여행 #남해평산마을 #남해평산항,33,157,34.7672036110153,127.847938587121,5
157,5,서상항,경상남도 남해군 서면 서상리 1316-6,#관광지 #남해낚시 #남해산책길 #남해서상항 #남해여행 #남해항구,33,158,34.8093724034911,127.833355373001,5
158,1,계족산 황톳길,대전광역시 대덕구 장동 산85,#19_20한국관광100선 #2024_여행가는달과함께하는_발도장여행지 #21_22한국관광100선 #가족과함께 #걷기좋은곳 #계족산 #계족산황톳길 #레포츠 #산책코스 #숙박대전_가볼만한곳 #숙박대전_추천기사 #야간관광100선 #연인과함께 #충청권 #트레킹 #한국관광100선 #황톳길,34,159,36.3947053348808,127.45384874619,3
159,2,대청호오백리길,대전광역시 동구 천개동로 34,#가족여행 #대청호오백리길 #레포츠 #산책코스 #충청권,34,160,36.3738592355726,127.471949740377,3
160,3,한밭수목원,대전광역시 서구 둔산대로 169,#2024_여행가는달과함께하는_발도장여행지 #23_24한국관광100선 #가족여행 #걷기길 #관광지 #나들이 #연인과함께 #자연 #자연&숲 #자연좋은곳 #장미여행지 #충청권 #치유 #한국관광100선 #한밭수목원 #힐링,34,161,36.3664690153972,127.388017285001,3
161,4,천연기념물센터(대전),대전광역시 서구 유등로 927,#2024_여행가는달과함께하는_발도장여행지 #가족여행 #가족체험여행 #교과서속정보 #대전가볼만한곳 #문화시설 #미세먼지_피하는_실내여행 #박물관 #사계절 #아이와함께 #여름방학가볼만한곳 #이색체험 #자연유산 #전시 #천연기념물 #천연기념물센터 #충청권,34,162,36.3678329653785,127.392506263944,3
162,1,하평해변(동해),강원특별자치도 동해시 평릉동 40-1,#경치여행 #경치좋은곳 #관광지 #바다경치 #여름피서지 #자연관광지 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경,35,163,37.5335207609205,129.116389948966,2
163,2,추암 촛대바위,강원특별자치도 동해시 추암동,#2024_여행가는달과함께하는_발도장여행지 #강원권 #강원도_여행지_추천 #관광지 #명소 #산불피해지역 #자연 #추암촛대바위 #풍경,35,164,37.4706409837437,129.149990688796,2
164,3,묵호등대,강원특별자치도 동해시 해맞이길 300,#강원권 #강원도_여행지_추천 #강원웰니스관광지 #관광지 #동해웰니스관광 #드라마촬영지 #묵호등대 #바다풍경 #산불피해지역 #연인과함께 #영화촬영지 #웰니스관광 #자연,35,165,37.5538447969701,129.118156978433,2
165,4,동해 논골담길 (등대 담화마을),강원특별자치도 동해시 일출로 97,#가족여행 #강원권 #레포츠 #문화관광해설사 #산불피해지역 #산책코스 #주말여행,35,166,37.5521623124997,129.118316967169,2
166,5,망상해변,강원특별자치도 동해시 동해대로 6270-10,#가족여행 #강원_가볼만한곳 #강원도_여행지_추천 #관광지 #기차여행 #나들이 #당일치기여행 #데이트코스 #동해바다 #동해안 #망상해변 #바다풍경 #바다풍경여행 #서울근교여행 #아이와함께 #여름방학가볼만한곳 #여름여행 #연인과함께 #일출명소 #자연 #자연좋은곳 #체험학습 #친구와함께 #해돋이 #힐링,35,167,37.5922569104686,129.089689992668,2
167,1,운일암 반일암 계곡,전북특별자치도 진안군 주천면 동상주천로 1926,#2024_여행가는달과함께하는_발도장여행지 #계곡 #관광지 #국내힐링여행 #등산 #여름여행 #여름피서지 #운일암반일암 #운일암반일암계곡 #자연 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경 #전라권 #진안계곡구름다리 #진안구름다리 #진안반일암 #진안옥수청산 #진안운일암 #힐링여행 #힐링여행지,36,168,35.9758698371627,127.409151929386,6
168,2,부귀 편백숲 삼림욕장,전북특별자치도 진안군 부귀면 전진로 1935-15,#경치좋은곳 #관광지 #자연 #자연관광지 #자연속으로 #자연여행 #자연좋은곳 #자연체험 #자연풍경 #자연환경 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,36,169,35.8416002032937,127.347726475883,6
169,3,용담호,전북특별자치도 진안군 용담면 월계리,#2024_여행가는달과함께하는_발도장여행지 #가족과함께 #관광지 #드라이브코스 #벚꽃길 #벚꽃명소 #용담호 #자연 #자연관광지,36,170,35.9314635350718,127.507111938913,6
170,1,속동전망대,충청남도 홍성군 서부면 남당항로 689,#갯벌 #경치좋은곳 #관광지 #데이트코스 #바다경치 #바다전망 #바다전망대 #사진찍기좋은곳 #사진촬영 #속동갯벌 #연인과함께 #자연좋은곳 #자연환경 #전망대 #커플데이트 #타이타닉포토존 #해안전망대 #홍성속동전망대,37,171,36.5770226953143,126.464592720503,3
171,2,홍성방조제,충청남도 홍성군 서부면,#관광지 #바다풍경 #방조제 #자연 #충청권 #홍성 #홍성방조제 #홍성여행 #힐링,37,172,36.5803273092588,126.51723142167,3
172,3,남당항,충청남도 홍성군 서부면 남당리,#가족과함께 #관광지 #남당항 #대하 #대하축제 #미식여행 #바다풍경 #새조개 #새조개축제 #수산물 #자연 #죽도 #천수만 #철새도래지 #충청권 #홍성남당항,37,173,36.5398850176414,126.479723667165,3
173,4,천수만(철새도래지),충청남도 서산시 부석면,#간월도 #간월호 #겨울철새 #관광지 #서산방조제 #서산버드랜드 #서산천수만 #자연 #천수만 #철새도래지 #충청권 #탐조관광명소,37,174,36.7148738592682,126.393763892659,3
174,1,정지용 생가,충청북도 옥천군 옥천읍 향수길 56,#관광지 #교과서속여행 #아이와함께 #역사 #역사공부 #역사관광지 #역사를품은곳 #역사문화재 #역사속으로 #역사유적 #역사유적지 #역사이야기 #역사탐험 #정지용생가 #충청권,38,175,36.3149373923949,127.581608157386,3
175,2,교동저수지(교동생태습지),충청북도 옥천군 옥천읍 교동리 155-7번지,#관광지,38,176,36.3200716952834,127.582466464175,3
176,3,정지용 문학관,충청북도 옥천군 옥천읍 향수길 56,#가족과함께 #교과서속여행 #기념관 #남녀노소 #문학관 #문학기행 #문화시설 #아이와함께 #옥천가볼만한곳 #전시회 #정지용문학관 #정지용생가 #주말추천여행지 #충청권,38,177,36.3149373923949,127.581608157386,3
177,1,관방제림,전라남도 담양군 담양읍 객사리1,#2024_여행가는달과함께하는_발도장여행지 #걷기길 #관광지 #관방제림 #숙박대전_가볼만한곳 #숙박대전_추천기사 #연인과함께 #연중무휴 #자연 #자연좋은곳 #전라권,14,178,35.3235795188355,126.988584292126,6
178,2,해동문화예술촌,전라남도 담양군 담양읍 지침1길 6,#도시예술 #문화시설 #문화예술복합공간 #실험예술 #정기적주제전시 #체험프로그램 #해동문화예술촌,14,179,35.3175572435866,126.98383422481,6
179,3,죽녹원,전라남도 담양군 담양읍 죽녹원로 119,#2024_여행가는달과함께하는_발도장여행지 #21_22한국관광100선 #23_24한국관광100선 #SNS속_인생샷명소 #가족과함께 #가족여행 #관광지 #담양죽녹원 #생태관광지 #숲체험원 #연인과함께 #연중무휴 #인생샷 #인생샷여행 #자연 #자연좋은곳 #전남 #전라권 #전라권 #죽녹원 #친구와함께 #프사_백만장_인생샷 #한국관광100선 #휴양여행 #힐링여행,14,180,35.3253566595919,126.986615504496,6
180,4,승일식당,전라남도 담양군 담양읍 중앙로 98-1,#냉면담백한_맛 #담양군 #돼지갈비 #맛집 #숯불갈비 #숯불돼지갈비 #음식 #참숯불갈비,14,181,35.3220036828955,126.982328651181,6
181,1,봉화선유교,경상북도 봉화군 명호면 풍호리,#35번국도 #경북출렁다리 #관광지 #대한민국아름다운길 #범바위전망대 #봉화가볼만한곳 #봉화여행 #예던길 #퇴계이황길,39,182,36.8441155558057,128.873643220587,5
182,2,월영교,경상북도 안동시 상아동,#2022_추석_별빛_가득_야간관광 #2024_여행가는달과함께하는_발도장여행지 #INFP낭만여행 #가족여행 #경상권 #관광지 #봄꽃여행 #산책하기 #산책하기좋은곳 #안동가볼만한곳 #안동여행 #야간 #야간관람 #야경 #야경좋은곳 #연인과함께 #월영교 #자연 #힐링여행,39,183,36.578637577453,128.747210868584,5
183,3,청량산도립공원,경상북도 봉화군 명호면 광석길 39,#가족여행 #관광지 #꽃여행 #등산 #등산로 #명승23호 #봉화청량산 #봉화트레킹 #아이와함께 #연인과함께 #자연 #자연좋은곳 #전망좋은곳 #조깅 #청량사 #청량산 #청량산박물관 #친구와함께 #퇴계이황,39,184,36.788082224382,128.893878195321,5
184,4,범바위 전망대,경상북도 봉화군 명호면 도천리 산 343-1,#관광지,39,185,36.8694907257737,128.905433086668,5
185,1,보성녹차 시배지,전라남도 보성군 문덕면 죽산길 506-8,#관광지,40,186,34.9613402347513,127.133342183115,6
186,2,대원사(보성),전라남도 보성군 문덕면 죽산길 506-8,#가족여행 #관광지 #교과서속여행 #대원사 #불교 #불교문화 #사찰 #사찰여행 #산사 #아이와함께 #역사 #역사유적지 #자연환경 #전통사찰 #전통역사문화체험 #종교 #친구와함께 #템플스테이 #한국불교 #휴식하기좋은곳,40,187,34.9613402347513,127.133342183115,6
187,3,대원사 티벳박물관,전라남도 보성군 죽산길 520-1,#가족여행 #가족체험여행 #다문화 #문화시설 #박물관 #사계절 #아이와함께 #이색체험 #인증샷백만개_인스타_갬성여행 #전라권 #체험학습,40,188,34.9591516469849,127.132037035948,6
188,1,장사해수욕장,경상북도 영덕군 남정면 동해대로 3592,#가족여행 #관광지 #동해바다 #동해해수욕장 #바다경치 #바다내음 #바다풍경 #여름피서지 #여름휴가 #영덕해수욕장 #자연 #자연좋은곳 #자연풍경 #피서 #해양레포츠,41,189,36.282418704991,129.37559384725,5
189,2,영덕해맞이공원,경상북도 영덕군 영덕읍 영덕대게로 968,#2024_여행가는달과함께하는_발도장여행지 #경상권 #경치좋은곳 #관광지 #데이트코스 #바다풍경 #연인과함께 #연중무휴 #영덕블루로드 #영덕해맞이공원 #자연속으로 #자연좋은곳 #자연풍경 #자연환경 #전망좋은곳 #창포말등대 #해맞이공원 #해맞이여행,41,190,36.4221012996321,129.433050463442,5
190,3,강구항,경상북도 영덕군 강구면 강구리 253-51,#강구대게거리 #강구항 #경상권 #관광지 #대게거리 #드라마촬영지 #영덕대게 #자연 #항구,41,191,36.3587601610828,129.391281313436,5
191,4,영덕풍력발전단지,경상북도 영덕군 영덕읍 창포리,#가족여행 #경북신재생에너지 #관광지 #산업관광 #산업관광지 #신재생에너지 #아이와함께 #연중무휴 #영덕블루로드 #영덕일출명소 #영덕풍력발전단지 #영덕해맞이공원 #인생샷 #일출일몰명소 #창포리풍력발전단지 #친환경에너지 #테마 #풍력발전소,41,192,36.4160307447995,129.424240828284,5
192,5,장사해수욕장,경상북도 영덕군 남정면 동해대로 3592,#가족여행 #관광지 #동해바다 #동해해수욕장 #바다경치 #바다내음 #바다풍경 #여름피서지 #여름휴가 #영덕해수욕장 #자연 #자연좋은곳 #자연풍경 #피서 #해양레포츠,41,193,36.282418704991,129.37559384725,5
193,1,광양 매화마을,전라남도 광양시 다압면 섬진강매화로 1563-1,#2024_여행가는달과함께하는_발도장여행지 #가족과함께 #가족체험 #관광지 #농촌체험 #농촌체험마을 #농촌체험여행 #농촌체험학습 #농촌테마파크 #아이와함께 #자연마을 #자연풍경 #자연환경 #체험,42,194,35.0803490967465,127.715305119184,6
194,2,최참판댁,경상남도 하동군 악양면 평사리길 66-7,#가족과함께 #가족여행 #경상권 #관광지 #드라마촬영지 #소설토지 #슬로우시티 #역사 #역사공부 #역사관광지 #역사를품은곳 #역사속 #역사여행 #역사이야기 #역사탐방 #역사탐험 #전통가옥 #최참판댁 #한옥,42,195,35.1559090452533,127.688434600684,5
195,3,하동 화개장터,경상남도 하동군 화개면 쌍계로 15,#2024_여행가는달과함께하는_발도장여행지 #가족여행 #경상권 #기차여행 #나들이 #나홀로여행 #먹거리 #쇼핑 #시장맛집 #아이와함께 #연인과함께 #전통시장 #전통시장투어 #체험학습 #친구와함께 #하동화개장터 #힐링,42,196,35.1880401874567,127.624086776098,5
196,4,쌍계사(하동),경상남도 하동군 화개면 쌍계사길 59,#경상권 #관광지 #불교 #불교사찰 #사찰 #산사 #역사 #역사유적지 #자연속으로 #자연환경 #지리산사찰 #지리산여행 #하동사찰 #하동여행 #한국불교 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,42,197,35.2327861183024,127.651035235626,5
197,1,죽성성당(드림세트장),부산광역시 기장군 기장읍 죽성리 134-7,#2024_여행가는달과함께하는_발도장여행지 #TV속촬영지여행 #경치좋은곳 #관광지 #드라마촬영지 #드라이브코스 #바다경치 #부산가볼만한곳 #사진찍기좋은곳 #연인과함께 #이색체험 #죽성성당 #체험관광지 #해안도로,43,198,35.2411560063801,129.247892512776,4
198,2,대변마을,부산광역시 기장군 기장읍 기장해안로 605,#경상권 #관광지 #대변마을 #바다내음 #숙박 #어촌마을 #자연 #자연환경 #휴식여행 #휴식하기좋은곳 #힐링여행,43,199,35.2247796540003,129.230369319202,4
199,3,월전포구(월전방파제),부산광역시 기장군 기장읍 월전해안길 31,#관광지 #기장월전방파제 #기장월전포구 #부산여행 #부산월전방파제 #부산월전포구,43,200,35.2378637098117,129.245349149867,4
200,4,해동 용궁사(부산),부산광역시 기장군 기장읍 용궁길 86,#2023_설날_소원 #2024_여행가는달과함께하는_발도장여행지 #INFP혼행 #경상권 #경치좋은곳 #관광지 #기장군 #바다경치 #부산가볼만한곳 #불교 #불교문화 #사찰 #사찰여행 #산사 #역사 #연중무휴 #전통사찰 #한국불교 #해동용궁사 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,43,201,35.1882392674714,129.223245860198,4
201,5,죽성항(황학대),부산광역시 기장군 기장읍 죽성리 30-33,#관광지,43,202,35.242609311602,129.246821166397,4
202,1,삼봉해수욕장,충청남도 태안군 안면읍,#가족여행 #관광지 #나들이 #데이트코스 #바다풍경 #삼봉해수욕장 #아이와함께 #여름여행 #연인과함께 #자연 #자연좋은곳 #체험학습 #충청권 #친구와함께 #피서여행 #힐링,44,203,36.5205361060368,126.344511519837,3
203,2,두에기해변,충청남도 태안군 안면읍 승언리 2004-8,#관광지 #두에기해수욕장 #바다경치 #여름피서지 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경 #태안두에기 #태안두에기해변 #태안여행 #태안피서지 #태안해변 #태안해수욕장 #휴식여행 #휴식하기좋은곳,44,204,36.5190674308336,126.328649779203,3
204,3,기지포해수욕장,충청남도 태안군 안면읍 해안관광로 745-19,#가족여행 #관광지 #기지포해수욕장 #바다풍경 #여름여행 #여름피서지 #여름휴가 #연인과함께 #자연 #충청권 #친구와함께,44,205,36.562731298958,126.32235183895,3
205,4,밧개해수욕장,충청남도 태안군 안면읍 승언리,#가족여행 #관광지 #바다풍경 #밧개해수욕장 #여름여행 #여름휴가 #연인과함께 #일몰 #자연 #충청권 #친구와함께 #캠핑 #태안밧개해수욕장 #태안밧개해수욕장여행 #태안밧개해수욕장캠핑 #해루질,44,206,36.5051678525711,126.362764309111,3
206,5,백사장해수욕장,충청남도 태안군 안면읍 창기리,#가족여행 #관광지 #바다풍경 #백사장해수욕장 #여름여행 #여름휴가 #연인과함께 #자연 #충청권 #친구와함께,44,207,36.5854621120178,126.348012379501,3
207,6,방포해수욕장,충청남도 태안군 안면읍 방포1길 29-1,#가족여행 #관광지 #나들이 #데이트코스 #바다풍경 #방포해수욕장 #방포해수욕장해변몽돌 #서해바다 #서해해수욕장 #아이와함께 #여름여행 #연인과함께 #자연 #자연좋은곳 #체험학습 #충청권 #친구와함께 #태안가족여행 #태안바다 #태안방포해수욕장 #태안아담한해수욕장 #피서여행 #해변벤치 #힐링,44,208,36.5088135684702,126.333101011874,3
208,7,두여해수욕장,충청남도 태안군 안면읍 정당리 1313-1,#경치여행 #경치좋은곳 #관광지 #여름피서지 #자연 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경 #해수욕장,44,209,36.543658562547,126.329667679297,3
209,8,꽃지해수욕장,충청남도 태안군 안면읍 승언리,#2024_여행가는달과함께하는_발도장여행지 #21_22한국관광100선 #23_24한국관광100선 #관광지 #꽃지해수욕장 #바다풍경 #아이와함께 #연인과함께 #자연 #충청권 #친구와함께 #한국관광100선,44,210,36.5051678525711,126.362764309111,3
210,9,안면해수욕장,충청남도 태안군 안면읍 정당리,#가족여행 #관광지 #레포츠 #바다낚시 #바다내음 #바다풍경 #안면해수욕장 #자연 #충청권 #친구와함께 #휴식하기좋은곳,44,211,36.5291377720412,126.379785415565,3
211,1,대방진굴항,경상남도 사천시 굴항길 99,#가족여행 #경치좋은곳 #관광지 #대방진굴항 #사천가볼만한곳 #아이와함께 #역사 #연인과함께 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경 #친구와함께,45,212,34.9288991,128.05631,5
212,2,모충공원,경상남도 사천시 송포동 1144-1,#관광지,45,213,34.966464942499,128.048110647694,5
213,3,삼천포대교공원,경상남도 사천시 사천대로 17,#가족과함께 #경치좋은곳 #관광지 #드라이브 #산책코스 #산책하기좋은곳 #삼천포대교 #삼천포대교공원 #아이와함께 #야간관광100선 #야경맛집 #연인과함께 #휴식공간 #휴식공원 #휴식여행 #휴식하기좋은곳,45,214,34.932294187661,128.052334830435,5
214,4,삼천포항,경상남도 사천시 어시장길 34-4,#관광지 #자연,45,215,34.9265526584522,128.069652461976,5
215,1,교동도(강화),인천광역시 강화군 교동면 교동남로 35,#2021_휴가철찾아가고싶은_33섬 #2023찾아가고싶은섬 #2023찾아가고싶은섬_가을섬 #가족과함께 #강화가볼만한곳 #강화도여행 #관광지 #교동도 #시간이멈춘섬 #아이와함께 #자연 #자연마을 #자연좋은곳 #자연환경 #휴식여행 #휴식하기좋은곳 #힐링여행,46,216,37.7804893804077,126.28104964275,1
216,2,조양방직,인천광역시 강화군 강화읍 향나무길5번길 12,#2024_여행가는달과함께하는_발도장여행지 #SNS속_인생샷명소 #데이트 #레트로 #레트로여행 #연인과함께 #음식 #인생샷 #조양방직 #친구와함께 #커플데이트,46,217,37.7467787566069,126.480970774647,1
217,3,애기봉평화생태공원,경기도 김포시 하성면 평화공원로 139,#경치여행 #경치좋은곳 #관광지 #수도권 #안보관광 #애기봉 #자연 #자연좋은곳 #자연풍경 #자연환경 #전망좋은곳,46,218,37.7432509919701,126.59406775424,1
218,1,화암사(고성),강원특별자치도 고성군 토성면 화암사길 100,#2024_여행가는달과함께하는_발도장여행지 #가족과함께 #강원권 #고성화암사 #관광지 #불교 #불교문화 #불교사찰 #사찰 #사찰여행 #역사 #연중개방 #자연환경 #전통차 #종교 #한국불교 #화암사 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,47,219,38.2263035536854,128.471142957894,2
219,2,해산전망대,강원특별자치도 화천군 화천읍 동촌리 산11-7,#경치좋은곳 #관광지 #산책길 #산책하기 #산책하기좋은곳 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,47,220,38.1905004135509,127.816928076441,2
220,3,박수근미술관,강원특별자치도 양구군 양구읍 박수근로 265-15,#DMZ #강원권 #기차여행 #나홀로여행 #단체관람 #당일치기여행 #문화시설 #미술관 #박수근미술관 #생태여행 #아이와함께 #안보여행 #양구군립미술관 #예술 #전시 #전시관 #친구와함께 #평화누리길 #평화생태관광,47,221,38.0961751137205,127.981615832024,2
221,4,고석정 꽃밭,강원특별자치도 철원군 동송읍 태봉로 1769,#고석정 #관광지 #구절초 #꽃밭 #맨드라미 #백일홍 #사진찍기좋은곳 #철원가볼만한곳 #코스모스 #해바라기,47,222,38.1882273230829,127.295506161815,2
222,5,평화의댐(화천),강원특별자치도 화천군 화천읍 평화로 3481-18,#가족여행 #강원권 #관광지 #아이와함께 #자연 #평화의댐 #화천가볼만한곳,47,223,38.2136611859135,127.846159229875,2
223,6,양구 수목원,강원특별자치도 양구군 동면 숨골로310번길 131,#가족 #가족나들이 #가족체험 #관광지 #수목원 #아이와함게 #아이와함께가기좋은 #양구가볼만한곳 #양구수목원,47,224,38.1899741543712,128.074030282585,2
224,7,소이산,강원특별자치도 철원군 철원읍 관전리,#관광지 #산 #철원군,47,225,38.2497815742604,127.202198569735,2
225,8,미시령옛길,강원특별자치도 고성군 토성면 미시령옛길,#강원도여행 #고성관광 #드라이브 #레포츠 #미시령고개 #인제관광,47,226,38.2187296,128.4127709,2
226,1,백제불교최초도래지,전라남도 영광군 법성면 백제문화로 203,#가족여행 #관광지 #기차여행 #나들이 #백제불교최초도래지 #사찰&산사 #아이와함께 #역사 #자연좋은곳 #전라권 #전통&역사문화체험 #체험학습 #친구와함께 #힐링,48,227,35.3619446212377,126.431134890485,6
227,2,백수해안도로,전라남도 영광군 백수읍 해안로 957,#2024_여행가는달과함께하는_발도장여행지 #경치좋은곳 #관광지 #드라이브여행 #드라이브코스 #드라이브코스추천 #바다경치 #백수해안도로 #연인과함께 #이른봄여행 #자연 #전라권 #추천드라이브코스 #풍경좋은곳 #해안도로 #해안드라이브 #해안드라이브코스 #해안절경 #휴식여행 #휴식하기좋은곳,48,228,35.353731926146,126.38928135481,6
228,3,내산서원,전라남도 영광군 불갑면 강항로 101,#관광지 #역사 #역사공부 #역사관광지 #역사를품은곳 #역사문화관광 #역사문화재 #역사속 #역사속으로 #역사여행 #역사유적 #역사이야기 #역사탐험 #영광문화재 #영광서원 #영광여행 #영광여행추천 #전라남도여행 #전라남도여행지추천,48,229,35.2118482238982,126.517909689703,6
229,4,영광 법성진 숲쟁이,전라남도 영광군 법성면 법성리 821-1,#가족여행 #관광지 #기차여행 #나들이 #아이와함께 #연인과함께 #영광명승 #영광명승지 #영광법성진 #영광법성진성 #영광법성진숲쟁이 #영광법성포 #영광법성포굴비거리 #영광숲쟁이 #영광여행 #영광여행추천 #자연좋은곳 #전라권 #전라남도여행 #전라남도여행지추천 #체험학습 #친구와함께 #힐링,48,230,35.3652804418754,126.443927655211,6
230,5,칠산타워,전라남도 영광군 염산면 향화로 2-10,#감성사진 #경치여행 #경치좋은곳 #관광지 #노을맛집 #바다경치 #바다내음 #사진찍기 #사진찍기좋은곳 #사진촬영명소,48,231,35.1686337149423,126.360306734241,6
231,1,선암사 [유네스코 세계유산],전라남도 순천시 승주읍 선암사길 450,#2024_여행가는달과함께하는_발도장여행지 #가족여행 #관광지 #교과서속여행 #불교 #불교문화 #사찰 #사찰&산사 #사찰여행 #선암사 #선암사(순천) #승선교 #아이와함께 #역사 #역사유적지 #유네스코 #유네스코세계문화유산 #유네스코세계유산 #자연좋은곳 #전통사찰 #전통역사문화체험 #종교 #친구와함께 #템플스테이 #한국불교,49,232,34.9961821309022,127.327355954493,6
232,2,순천전통야생차체험관,전라남도 순천시 승주읍 선암사길 450-1,#가족과함께 #가족여행 #관광지 #다도체험 #순천야생차 #순천여행 #순천여행가볼만한곳 #순천여행추천 #순천웰빙공간 #순천전통야생차체험관 #순천체험공간 #순천한옥체험 #아이와함께 #이색체험 #자연좋은곳 #자연환경 #전라권 #전라남도여행 #체험 #체험프로그램 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,49,233,34.9948984835674,127.334070644838,6
233,3,송광사(순천),전라남도 순천시 송광면 송광사안길 100,#가족여행 #관광지 #교과서속여행 #불교 #불교문화 #불교사찰 #사찰 #사찰여행 #산사 #송광사 #아이와함께 #역사 #역사유적지 #전통사찰 #전통역사문화체험 #종교 #친구와함께 #템플스테이 #한국불교 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳 #힐링 #힐링&휴양,49,234,35.0023635450929,127.274870647975,6
234,4,순천 낙안읍성,전라남도 순천시 낙안면 평촌리,#2024_여행가는달과함께하는_발도장여행지 #3대읍성 #CNN선정 #관광지 #낙안읍성 #드라마촬영지 #순천낙안읍성 #역사 #역사관광 #역사관광지 #역사를품은곳 #역사문화재 #역사속 #역사속으로 #역사여행 #역사유적지 #역사이야기 #역사적 #역사탐험 #읍성 #전라권,49,235,34.8926561013448,127.338243910273,6
235,5,"순천만습지 (구, 순천만자연생태공원)",전라남도 순천시 순천만길 513-25,#2011 #2022 #2022한국관광의별 #2024_여행가는달과함께하는_발도장여행지 #21_22한국관광100선 #23_24한국관광100선 #가족여행 #걷기길 #관광지 #생태관광 #생태관광지 #수상내역 #순천만습지 #순천만자연생태공원 #자연 #자연좋은곳 #장애물없는 관광환경 우수시설 부문 #전라권 #전망좋은곳 #친환경여행 #한국관광100선 #한국관광의별,49,236,34.8857970100738,127.5092833426,6
236,6,순천만 국가정원,전라남도 순천시 국가정원1호길 47,#2024_여행가는달과함께하는_발도장여행지 #가족과함께 #가족여행 #걷기여행 #관광지 #봄나들이 #산책하기좋은곳 #순천만국가정원 #아이와함께 #이색체험 #자연좋은곳 #자연환경 #전라권 #친환경여행,49,237,34.928871680184,127.500801495864,6
237,1,벽계(찰비)계곡,경상남도 의령군 궁류면 벽계로 201,#경상권 #경치좋은곳 #관광지 #민물낚시 #벽계계곡 #야영 #자연 #자연좋은곳,50,238,35.4260494898741,128.208094179887,5
