Branch,Username,Date,Review
네이버플레이스,슈퍼울트라맨,23.2.14.화,"자주 가는 커피전문점
여직원들이 매우 좋아함"
네이버플레이스,웨이웨이,22.12.21.수,설향딸기 맛있음
네이버플레이스,갱이6283,22.12.19.월,오트라떼 맛나욤
네이버플레이스,프리실라프리,23.1.15.일,굳
네이버플레이스,닥터콩바,22.10.2.일,요청사항도 잘 들어주시고 아이스크림라떼는 역시 맛있습니다 좌석도 많고 넓어서 좋네요
네이버플레이스,gen****,23.3.16.목,맛있어요 
네이버플레이스,라디오락스타,23.3.3.금,맛있어요
네이버플레이스,dksehtkd,22.12.3.토,주말에 가면 조용하고 좋아요~
네이버플레이스,슴도치,23.1.19.목,좋아요. 
네이버플레이스,이구역감성먹짱,22.11.16.수,안에 공간이 넓고 저녁시간에 붐비지 않아서 대화하기 정말정말 좋음
네이버플레이스,스위스80,22.11.13.일,여의도 카페는 다 사람많고 시끄러운데 여기는 자리도 넓고 사람도 그렇게 많지 않아 즐겁게 커피마시고 왔네요 커피맛은 다른 폴바셋 매장과 비슷합니다 
네이버플레이스,바닐라475,22.11.14.월,맛있었어요 오트라떼!! ㅎㅎ 
네이버플레이스,Hhh000,23.2.5.일,굿
네이버플레이스,프리실라프리,23.1.8.일,굳
네이버플레이스,문화시민후보,23.1.13.금,커피가 맛있어요
네이버플레이스,윤사랑21,22.12.15.목,폴바셋은 가격빼고 모든것이 만족입니다~~
네이버플레이스,캐롤라인99,22.11.11.금,너무너무 친절하세요!
네이버플레이스,목표39,23.2.3.금,폴바셋하면 진한 라떼죠
네이버플레이스,이오신준,23.3.7.화, 좋아요.
네이버플레이스,SB126,23.3.6.월,good
네이버플레이스,해짱의 진짜 리뷰,23.2.22.수,점심시간은 늘 북적북적
네이버플레이스,셀리2873,23.4.2.일,맛있구친절해여
네이버플레이스,Hhh000,23.1.30.월,굿
네이버플레이스,Hhh000,23.1.29.일,굿
네이버플레이스,khs****,23.1.29.일,맛있어요 
네이버플레이스,SB126,23.3.2.목,굿
네이버플레이스,12345678900000,23.1.27.금,굿:) 
네이버플레이스,de****,23.2.5.일,좋아요~
네이버플레이스,썸머라떼,22.11.2.수,피스타치오아이스크림 사리
네이버플레이스,wldnjs7145,22.9.21.수,"할인 이벤트로 방문해봤는데 매장이 넓고 청결했으나, 점심시간이라 사람이 많아서 조금 시끄러웠어요ㅠㅠㅠㅠㅠㅠ 그래도 바쁜 와중에 직원이 너무 친절하셔서 좋았습니다ㅎㅎㅎㅎ 이제는 상하목장 아이스크림이 아니지만 아이스크림 라떼는 여전히 맛있어요!!!!"
네이버플레이스,7777792,22.12.29.목,너무 맛있어요~~~~~~~~
네이버플레이스,orgel,22.12.21.수,맛있어요
네이버플레이스,logos3412,22.12.21.수,좋아요 
네이버플레이스,aza****,22.12.29.목,커피
네이버플레이스,존헤리윙스,23.2.17.금,굿
네이버플레이스,초록이녹차,22.10.21.금,분위기도 좋고~ 음료도 맛있어요
네이버플레이스,캐롤라인99,22.9.23.금, 폴바셋은 여억시 아이스크림! 굿
네이버플레이스,애오개의현인,22.11.16.수,자리가 많아서 좋습니다. 
네이버플레이스,양배추찡,23.2.12.일,라떼 맛나요
네이버플레이스,기여주구마미,22.12.18.일,라떼맛집
네이버플레이스,두지아,22.8.11.목,폴바셋 아이스크림은 어딜가도 비교 불가 존맛탱💕
네이버플레이스,logos3412,22.12.2.금,좋아요
네이버플레이스,orgel,22.12.2.금,라떼 맛집
네이버플레이스,실력이답이다,22.11.19.토,
네이버플레이스,웨이웨이,22.12.28.수,맛있어요
네이버플레이스,미니닌,23.1.29.일,굿
네이버플레이스,양배추찡,22.11.6.일,"카드사 할인쿠폰 있어서 방문
라떼 맛있어요
"
네이버플레이스,만두만두만두0,22.12.26.월,맛있어요
네이버플레이스,gen****,22.11.4.금,피스타치오 아이스크림 꼭 드셔보시길~~~
네이버플레이스,맛집수배탐정,22.8.12.금,좌석이 가까워서 많이 시끄럽지만 그래도 규모 있는곳이라 대화하기 좋아요
네이버플레이스,HJ YANG,23.1.24.화,폴바셋 굿굿
네이버플레이스,V117,22.12.1.목,아이스크림라떼 짱맛있어용 평일점심 주문받으시는분은 불친절해요
네이버플레이스,두지아,22.5.31.화,우유를 못마셔 카페가면 늘 두유나 아몬드우유로 변경하곤 하는데 락토프리 우유가 있어서 좋습니다! 폴바셋 아이스크림 너무 맛있어요👍
네이버플레이스,맛있는건늘최고야,22.7.18.월,"우유크림롤, 아이스라떼 다 완벽한 맛이였어요💖"
네이버플레이스,tm1111,22.11.27.일,컵피맛잇어어
네이버플레이스,gen****,23.1.17.화,맛있어요 
네이버플레이스,dems,22.12.28.수,ㅇㅇ
네이버플레이스,시유니 방,22.9.22.목,맛잇어요 ㅜㅠ 미쳣닷 ㅠㅠ
네이버플레이스,strollstroll,22.10.15.토,
네이버플레이스,ryd****,22.12.7.수,맛잇어요
네이버플레이스,캐롤라인99,22.10.12.수,맛있고 친절한 폴바셋
네이버플레이스,hae****,23.5.8.월,커피가맛있어요
네이버플레이스,애오개의현인,22.9.7.수,사람이 많은 시간 대에는 약간 시끄러울 수 있습니다. 
네이버플레이스,hahahoho1,23.1.1.일,좋아요
네이버플레이스,22h****,22.10.8.토,다른 데랑 다르게 원두가 너무 씀....
네이버플레이스,gen****,22.12.23.금,맛있어요 
네이버플레이스,dpdms1229,22.10.28.금,역시 폴바셋이죠
네이버플레이스,songbly53,22.12.18.일,넓고 좋아요
네이버플레이스,꺅앙굳,22.7.20.수,"맛있어요 초당옥수수 아이스크림도 맛있고
커피도 굳!!"
네이버플레이스,피노키오151,22.11.10.목,좋아요
네이버플레이스,Hhh000,22.11.9.수,굿
네이버플레이스,gen****,22.12.12.월,맛있어요 
네이버플레이스,양배추찡,22.12.11.일,좋아요
네이버플레이스,Igotplans,22.10.15.토,커피가 맛있어요
네이버플레이스,luomeijing,23.3.3.금,컵이 예뻐료~
네이버플레이스,해피모드M,22.9.16.금,아이스크림라떼 넘 맛있어요
네이버플레이스,Hhh000,22.11.3.목,굿
네이버플레이스,국물빌런,22.11.1.화,라떼 조아
네이버플레이스,말글,22.8.8.월,맛있게 잘 먹었습니다. 감사합니다! :)
네이버플레이스,kty****,22.9.20.화,커피맛있어요
네이버플레이스,mi0****,22.12.2.금,좋아요
네이버플레이스,수땅32,22.10.29.토,"넘 좋음
"
네이버플레이스,haeat,22.6.16.목,"완젼맛있네요 
매장도 넓고 흠 테이블 간격이 좀 좁긴한데 칸막이가있어서 괜찮았어요:) "
네이버플레이스,애오개의현인,22.8.2.화,에어콘이 시원해서 더운 여름에 잠깐 커피 마시기 좋습니다. 
네이버플레이스,육백일호,22.10.27.목,좋아요 
네이버플레이스,아리아느님,22.8.24.수,생각보단별로
네이버플레이스,영수증스나이퍼,22.10.24.월,굿
네이버플레이스,임숑,22.12.23.금,커피맛있어요
네이버플레이스,RB9249,22.10.28.금,
네이버플레이스,룰루2066,22.10.31.월,ㅇ
네이버플레이스,mulhollandkr,22.11.19.토,굿
네이버플레이스,인맘제와,22.11.16.수,친절합니다 
네이버플레이스,퀴리에,22.6.16.목,폴바셋처음 먹어봤는데 소문대로 아포가토가 정말 맛있네요♥
네이버플레이스,안녕9582,22.8.21.일,서여의도는 일요일에 여는 곳 많지 않은데 일요일에 열어서 좋아요!
네이버플레이스,Professional26,22.9.17.토,직원분들 친절
네이버플레이스,보돌83,22.8.24.수,라떼가 맛있습니다~
네이버플레이스,환타지45,22.8.16.화,아이스크림 커피 맛있네요
네이버플레이스,호두호두밍,22.8.17.수,사람이 많고 자리가 조금 불편해요
네이버플레이스,꼬북꼬북28,22.4.15.금,매일유업이 하는 폴바셋에서 아이스크림은 필수! 제주말차 프라페도 맛있어요
네이버플레이스,292****,22.9.11.일,긋
네이버플레이스,눈플레이스,22.9.30.금,라떼 최고
네이버플레이스,보돌83,22.8.16.화,아이스라떼 정말 맛나요
네이버플레이스,초록ii,22.7.30.토,라떼먹고팠는데ㅜ
네이버플레이스,jkhhkj12,22.7.8.금,배달입니다.커피맛이써여.캡슐도역시.
네이버플레이스,임지수055,22.10.12.수,쏘쏘
네이버플레이스,12345678900000,22.8.31.수,Good:)
네이버플레이스,행복한깨비,22.8.18.목,
네이버플레이스,31l****,23.4.3.월,커피 맛있어요
네이버플레이스,mulhollandkr,22.10.29.토,굿
네이버플레이스,JOYjoy,22.9.2.금,맛있어요
네이버플레이스,대박나요_,22.7.1.금,룽고 맛나여! 매장도 시원하고 한가해서 대화하기 좋네용
네이버플레이스,올리비아ROH,22.10.23.일,굿
네이버플레이스,isk****,22.9.22.목,굿
네이버플레이스,urainbow,22.8.20.토,아이스크림 라떼♡♡
네이버플레이스,부지런한 베짱이,22.6.24.금,친절해요~ 스윗 밀크티 강추합니다
네이버플레이스,jae****,22.10.20.목,굿
네이버플레이스,푸른나래43,22.9.15.목,굿
네이버플레이스,김초랑,22.6.23.목,조아요오오오오오오오옹
네이버플레이스,표표콩,22.3.19.토,내부 쾌적해요 :) 국회의사당 앞이라 그런지 정치얘기가 많이 들리는 카페입니당
네이버플레이스,JOYjoy,22.8.22.월,맛있어요
네이버플레이스,su****,22.7.10.일,아메리카노 너무 가득 담아주셔서 테이블까지 흘리면서 걸어와써요... 폴바셋 커피야 말모
네이버플레이스,strollstroll,22.8.2.화,
네이버플레이스,Manghee,22.8.20.토,동네맛집 추천입니다
네이버플레이스,오잉hj,22.7.17.일,디카페인 라떼 조으다
네이버플레이스,아직 뼝아리,22.7.21.목,역이랑 가깝고 분위기좋아요
네이버플레이스,per****,22.9.8.목,폴바셋은 사랑입니다 좋아욤
네이버플레이스,달강엌,22.10.11.화,좋아요
네이버플레이스,Igotplans,22.8.16.화,아이스크림 조아
네이버플레이스,쏘쏘567,22.6.14.화,아이스크림 맛있어요
네이버플레이스,Erica127,22.6.16.목,사람 엄청 많아요. 품절도 종종있어요
네이버플레이스,미식가 3학년,22.4.10.일,"오랜만에 방문~ 디카페인 아메리카노라 그런지 아이스아메카노가 좀 옅네요. 폴바셋은 우유가 유명했던것 같은데 다음번에는 라떼를 먹어봐야 겠어요.
 커피맛 괜찮아요~ 앱 가입이벤트로 아이스크림도 맛나게 먹었어요~^^"
네이버플레이스,까치50,22.9.6.화,친절해요
네이버플레이스,gen****,22.9.2.금,조
네이버플레이스,새침9954,22.10.7.금,굿
네이버플레이스,김초랑,22.7.7.목,조아요오오오오옹ㄹ
네이버플레이스,620123,22.6.9.목,소잘라떼랑 아이스크림은 언제 먹어도 맛있어요
네이버플레이스,gen****,22.9.30.금,맛있어요 
네이버플레이스,kwpk74,22.9.28.수,좋아
네이버플레이스,AT6764,22.9.21.수,굿
네이버플레이스,세상의 중심94,22.9.7.수,.
네이버플레이스,SHS1456,22.6.29.수,폴바셋 좋아요
네이버플레이스,찌리리꽁,22.5.14.토,"비싼데 맛잇어요
스페니쉬르떼 많이 덜달게로 먹으면
적당히달고 맛나요"
네이버플레이스,gen****,22.9.2.금,좋아요 
네이버플레이스,으앙421,22.7.27.수,비싼데 맛있네요.
네이버플레이스,달강엌,22.9.1.목,좋아요
네이버플레이스,아무대나안감 맛집만감,22.3.7.월,아이스크림라떼 개마싯어영 ㅠㅠ 녹아녹아...❤️
네이버플레이스,건태궁,22.9.20.화,여긴 다른곳 보다 커피가 진해서 좋아용
네이버플레이스,별이보인다,22.4.27.수,폴바셋이 폴바셋 했어요☕️
네이버플레이스,music94,22.11.8.화,맛있네요!!
네이버플레이스,hellohey,22.5.25.수,디카페인도 있어서 너무 좋아요!
네이버플레이스,cayng,22.5.23.월,친절하시고 라떼아트도 이쁘고 맛있게 만들어주셨어요😊
네이버플레이스,또레미파,22.8.14.일,굳
네이버플레이스,볼거리,22.9.16.금,좋아요
네이버플레이스,별을쏘다2051,22.5.21.토,폴바셋은 아이스크림 라떼가 진리 >.<
네이버플레이스,윤준,22.9.14.수,굿
네이버플레이스,Hhh000,22.6.15.수,아포카토  맛있어요
네이버플레이스,Erica127,22.6.9.목,사람이 많아요.
네이버플레이스,더꿈많은,22.8.15.월,
네이버플레이스,꿀꿀뀰,22.6.21.화,맛잇음 근데 가격 너무비쌈 ㅠㅠ
네이버플레이스,리뷰맨,22.8.16.화,좋아요
네이버플레이스,yimhane,22.6.15.수,
네이버플레이스,lov****,22.9.5.월,맛있어요
네이버플레이스,ririk,22.7.11.월,친절하고 맛있어요
네이버플레이스,밤안개8648,22.7.3.일,매장이 넓어요
네이버플레이스,싱싱9741,22.9.3.토,맛있어요
네이버플레이스,빵띠쉐미,22.6.4.토,커피가 맛잇ㅇ어요
네이버플레이스,kwpk74,22.7.27.수,비싸요
네이버플레이스,lad****,22.9.1.목,굿뜨
네이버플레이스,kwpk74,22.8.31.수,커피맛좋ㅏ요
네이버플레이스,새침9954,22.8.31.수,굿
네이버플레이스,환타지45,22.7.5.화,폴바셋라떼 맛있습니다!
네이버플레이스,크리스탈7760,22.4.11.월,"급하게 처리해야 될 일이 생겨서 윤중로 산책을 포기하고 찾은 폴 바셋에서 결국 투닥투닥-
폴 바셋은 라떼 우유 선택이 여러가지로 가능해서 좋고, 시즌 메뉴인 것 같은 펌킨 식혜는 커피가 지겨울때 마시면 좋을 듯 해요~"
네이버플레이스,cin****,22.7.26.화,맛있어오
네이버플레이스,보돌83,22.6.16.목,커피맛있습니다~!
네이버플레이스,gen****,22.8.4.목,맛있어요 
네이버플레이스,하이23,22.8.26.금,굳
네이버플레이스,환타지45,22.8.24.수,다 맛있네요
네이버플레이스,star3799,22.5.26.목,역시.맛있어요
네이버플레이스,bea****,22.6.28.화,굿굿굿 좋아요
네이버플레이스,달강엌,22.8.1.월,좋아요
네이버플레이스,보돌83,22.5.18.수,아이스크림 라떼 너무 맛있네요
네이버플레이스,AreWe,22.7.19.화,굳
네이버플레이스,yuy****,22.5.26.목,매장 넓고 쾌적합니다. 커피는 언제나 굿
네이버플레이스,weedrady,22.5.25.수,"넘넘 좋아요! 대화하기도 좋고, 커피 굿~"
네이버플레이스,유찌닝,22.5.24.화,매장 넓고 쾌적한데 물에선 치과 입 헹구는 물 맛이나요
네이버플레이스,환타지45,22.5.24.화,커피가 찐하고 맛있습니다
네이버플레이스,포크소,22.8.14.일,굳
네이버플레이스,anj,22.4.23.토,매장 넓고 직원분들이 친절하셔서 응대에 기분이 좋아지네요
네이버플레이스,Hhh000,22.5.15.일,아이스크림라테  굿
네이버플레이스,손형28,22.7.22.금,국
네이버플레이스,또먹는다또,22.4.15.금,역시 커피와 원두는 폴바셋이 젤 맛있어요 :)
네이버플레이스,키엘라,22.6.17.금,맛있어요
네이버플레이스,Namu58,22.4.16.토,폴바셋은 아이스크림 라떼~~
네이버플레이스,환타지45,22.5.18.수,가격은 있는편이지만 맛있습니다
네이버플레이스,양배추찡,22.6.5.일,"좋아요
근데 비싸요ㅎ"
네이버플레이스,yimhane,22.6.8.수,
네이버플레이스,winter02,22.8.7.일,굿
네이버플레이스,yada7041,22.8.5.금,좋아요 
네이버플레이스,totoro rimin,22.9.24.토,굿
네이버플레이스,dalkis0723,22.5.12.목,폴바셋 국회대로점이 최고예요~!!
네이버플레이스,삼또,22.3.30.수,평소에 라떼만 마시면 속이 안 좋아서 소잘라떼 마셔봤는데 제 몸엔 잘 안 받네요ㅠ
네이버플레이스,인맘제와,22.8.3.수,깨끗합니다 
네이버플레이스,달강엌,22.7.11.월,좋아요
네이버플레이스,YENNY744,22.7.31.일,좋아요
네이버플레이스,qja****,22.6.5.일,커피맛 좋아요
네이버플레이스,애오개의현인,22.4.4.월,서여의도에 생긴 두 번째 폴바셋도 훌륭합니다.
네이버플레이스,gen****,22.7.7.목,맛있어요 ㅎㅎ 
네이버플레이스,totoro rimin,22.9.17.토,굿
네이버플레이스,dlvnfha90,22.7.9.토,ㄱ
네이버플레이스,병아리5942,22.7.7.목,폴바셋
네이버플레이스,1004baksy,22.4.1.금,끝날때쯤가서그런가 커피맛이 별로엿어요 ㅠ
네이버플레이스,응뿌43,22.4.27.수,한라봉에이드맛있어요
네이버플레이스,00꼬동00,22.7.8.금,굿
네이버플레이스,duiying23,22.7.5.화,😊
네이버플레이스,올리비아ROH,22.7.24.일,굿
네이버플레이스,s92****,22.7.22.금,좋아요
네이버플레이스,강happy,22.7.22.금,굿
네이버플레이스,보돌83,22.7.5.화,깊은커피맛~!
네이버플레이스,양배추찡,22.5.20.금,맛있지만 비싸요^^;;
네이버플레이스,AT6764,22.7.20.수,굿
네이버플레이스,아쿠아마린4233,22.4.15.금,폴바셋이야 뭐 ~~
네이버플레이스,피치피치28,22.5.21.토,깨끗하고 넓어서 좋아요
네이버플레이스,꽃이피었네,22.3.7.월,라떼 마끼아토를 팔아서 좋아요
네이버플레이스,샤프란퍼플,22.5.25.수,방문인증
네이버플레이스,베이나르,22.7.15.금,친절
네이버플레이스,체리31,22.7.15.금,좋아요
네이버플레이스,냐앙이,22.5.14.토,굿
네이버플레이스,코코6519,22.6.10.금,굿
네이버플레이스,꽃이피었네,22.2.23.수,드물게 뚜껑이 종이네요. 이런 사소하지만 변화가 좋은 것 같아요. 맛은 항상 좋으니^^
네이버플레이스,gen****,22.6.24.금,맛있어요 
네이버플레이스,안녕O,22.7.7.목,좋아요
네이버플레이스,dr****,22.4.18.월,매장도넓고좋은데 오트라떼 맛없음 도전하지마세요
네이버플레이스,Itsomething,22.7.9.토,굿굿
네이버플레이스,jerrybbo,22.3.16.수,주문이 빨라요 
네이버플레이스,taeeeek11,22.5.12.목,아주 좋습니다
네이버플레이스,kpr0706,22.6.6.월,
네이버플레이스,kwpk74,22.6.11.토,맛있어요
네이버플레이스,jju****,22.6.22.수,굿
네이버플레이스,Hhh000,22.5.30.월,굿
네이버플레이스,애오개의현인,22.4.4.월,룽고도 괜찮습니다.  
네이버플레이스,sgl****,22.7.1.금,좋아요 
네이버플레이스,유성열50,22.6.11.토,분위기있음
네이버플레이스,Thanos,22.5.28.토,굿
네이버플레이스,보돌83,22.4.7.목,폴바셋 라떼는 정말 맛있는것 같아요
네이버플레이스,gaeunc,22.5.25.수,짱 맛!!
네이버플레이스,kwpk74,22.4.20.수,점심시간 사람짱!!
네이버플레이스,올리비아ROH,22.6.26.일,굿
네이버플레이스,bra****,22.5.1.일,커피 맛있어요
네이버플레이스,hellohey,22.5.25.수,굿굿
네이버플레이스,mas****,22.4.1.금,오랜만에 갔는데 라떼가 예전하고는 다르게 별로네요 ㅠ
네이버플레이스,꿈꾸는89,22.3.20.일,깔끔하구 넓어서 좋아요
네이버플레이스,티파니홀리,22.2.6.일,믿고 마시는 폴바셋 매장도 크고 넘 좋아요. 폴바셋에서 파는 상하목장 반숙란도 팔면 좋겠습니다.
네이버플레이스,하리보328,22.5.14.토,굿
네이버플레이스,염나연에게진심이다,22.6.16.목,좋아요
네이버플레이스,다니킴33,22.6.16.목,굿굿 
네이버플레이스,보돌83,22.4.12.화,라떼하면 폴바셋이죠~
네이버플레이스,환타지45,22.6.16.목,굳~!
네이버플레이스,12345678900000,22.4.14.목,좋아요:)
네이버플레이스,dup****,22.2.17.목,유차배맛차 맛나요
네이버플레이스,리카루스,22.4.13.수,점심시간에 씨끄렁 ㅓ요 ㅍㅍ
네이버플레이스,노벰버레인72,22.3.21.월,장소가넓고대화하기좋아요
네이버플레이스,957869658899,22.6.12.일,좋아요
네이버플레이스,할랑잉,22.3.17.목,좋아요 깨끗해요
네이버플레이스,초록이녹차,22.5.8.일,굿굿굿
네이버플레이스,gen****,22.4.4.월,커피 맛있어요
네이버플레이스,dongji19,22.6.10.금,굳
네이버플레이스,jju****,22.6.4.토,굿
네이버플레이스,Hhh000,22.4.17.일,긋
네이버플레이스,shiro8282,22.3.17.목,"아침에 모닝세트 먹으러 왔어요
커피하면 폴바셋이 최고지요"
네이버플레이스,이호지,22.12.2.금,좋아요
네이버플레이스,피그3035,22.5.10.화,좋아용
네이버플레이스,꽃이피었네,22.3.2.수,자주 가는 매장입니다. 좋아요!
네이버플레이스,le1****,22.9.21.수,커피 맛있어요.매장도 넓어요
네이버플레이스,알랑가몰라5877,22.5.25.수,굳굳
네이버플레이스,혜바라기2753,22.5.3.화,굿 굿 꿋 !
네이버플레이스,dew3207,22.4.16.토,굿굿
네이버플레이스,삼성35,22.5.19.목,굿
네이버플레이스,연보라96,22.6.4.토,좋아요
네이버플레이스,kwpk74,22.5.18.수,맛있어요
네이버플레이스,꽃이피었네,22.3.17.목,포장 잘 해주셧어요!
네이버플레이스,exi****,22.6.1.수,좋아요
네이버플레이스,신뉴10,22.3.10.목,밀크프라페 먹었는데 아이스크림을 덜 넣었는지 물 맛이 났어요;
네이버플레이스,김둘김,22.4.8.금,평범해요~
네이버플레이스,Dalda Lemon,22.4.27.수,깔끔하고 가운데 넓은 책상에서 집중잘돼요
네이버플레이스,je****,22.5.22.일,굿
네이버플레이스,서비스와 맛,22.5.10.화,취임식참석
네이버플레이스,ej****,22.4.5.화,맛있어요~
네이버플레이스,songbly53,22.4.3.일,매장도 크고 좋아요!!
네이버플레이스,슝슝쓰,22.1.31.월,요근래 사마신 커피중에 젤 맛있어요 ㅠㅠ!!!
네이버플레이스,우유향오룡차,22.7.17.일,감사합니다
네이버플레이스,우유향오룡차,22.7.17.일,감사합니다
네이버플레이스,minggi22,22.5.15.일,굿
네이버플레이스,minggi22,22.5.15.일,굿
네이버플레이스,하리보328,22.4.27.수,굿
네이버플레이스,ppo****,22.5.25.수,가성비갑 
네이버플레이스,je****,22.5.22.일,굿
네이버플레이스,dew3207,22.4.10.일,굿굿
네이버플레이스,꿈너머꿈83,22.5.22.일,굳
네이버플레이스,싱싱9741,22.5.22.일,굿
네이버플레이스,초공123,22.7.11.월,좋아요
네이버플레이스,리뷰맨,22.4.28.목,좋아요
네이버플레이스,wooc24,22.4.15.금,굿
네이버플레이스,알랑가몰라5877,22.5.13.금,굳굳
네이버플레이스,달강엌,22.5.2.월,좋아요
네이버플레이스,운명1667,22.2.14.월,라떼 맛있어요...
네이버플레이스,epn****,22.4.10.일,좋아요
네이버플레이스,코미ya,22.4.10.일,아이스크림라떼 드디어 ^^
네이버플레이스,맛집탐방루루,22.5.13.금,굿
네이버플레이스,영웅잉뎅요,22.4.10.일,good
네이버플레이스,glo****,22.5.11.수,좋아요. 
네이버플레이스,나만바라바이,22.5.8.일,좋아요
네이버플레이스,리뷰무조건쓰는사람,22.4.7.목,굿
네이버플레이스,하늘바다3647,22.2.17.목,"딸기우유 맛났어요!!!
양이 좀 적었지만...
에그베이컨토스트는 쏘쏘.."
네이버플레이스,protocol,22.5.6.금,좋아요
네이버플레이스,친절한금녀씨,22.1.27.목,"연수갔다가 들린 카페
카라멜마끼야또 달달하니 맛나네요"
네이버플레이스,버키타미,22.4.4.월,굿굿
네이버플레이스,쭈1136,22.2.12.토,주말에 가끔 가는데 조용하고 좋아요
네이버플레이스,커피와너와나,22.4.3.일,라떼 굿~
네이버플레이스,JOYjoy,21.12.10.금,직원분들 친절하시고 메뉴 금방 나와서 너무 좋아요! 메뉴 진짜 다 맛있습니다!!!
네이버플레이스,나나7393,22.5.4.수,쪼아요~ 
네이버플레이스,wow****,22.5.4.수,굿
네이버플레이스,JUPAK,22.1.6.목,"본고장의 타르트맛
좋아요"
네이버플레이스,끼약81,22.3.14.월,😀
네이버플레이스,세치의혀,22.2.5.토,사람이 북적거릴 때가 많지만 그만큼 맛있다는 뜻이겠죠?
네이버플레이스,gen****,22.2.4.금,분위기가 좋아요 커피도 맛있구요
네이버플레이스,apr****,22.4.10.일,ㅇ
네이버플레이스,Ji h,22.4.29.금,굿
네이버플레이스,수땅32,22.3.26.토,굿
네이버플레이스,쭌쓰맘2165,22.4.28.목,조아요
네이버플레이스,thotocall,22.4.28.목,좋아요
네이버플레이스,dongwan968480,22.4.28.목,넘조아요
네이버플레이스,PKLOVE,22.3.25.금,굿굿
네이버플레이스,모교일죠아,22.3.23.수,친절해요
네이버플레이스,SHS1456,22.1.26.수,폴바셋 다워요
네이버플레이스,hjk0638,22.4.24.일,좋아여
네이버플레이스,honeba,22.2.27.일,직원이 친절해요
네이버플레이스,다르다,21.12.26.일,라떼아트도 정갈하고 커피 맛있어요
네이버플레이스,노란풍선2,22.7.15.금,친절
네이버플레이스,ym****,22.4.22.금,좋아요
네이버플레이스,늘행복1528,22.3.19.토,민주당사 갔다가 추워서 들어갔는데  차가 맛있어요
네이버플레이스,가바는,22.1.16.일,라떼맛집 폴바셋
네이버플레이스,내맘대로1717,21.12.26.일,매장이 깨끗해요~근데 너무 추웠어요 ㅠ
네이버플레이스,돼지바간호사,22.2.17.목,
네이버플레이스,dbs****,22.5.25.수,폴바셋은 커피가 맛잇죠
네이버플레이스,Hhh000,22.3.16.수,굿
네이버플레이스,제이드W,22.3.16.수,맛있어요
네이버플레이스,kwpk74,22.1.26.수,점심시간 사람 무지 많아요
네이버플레이스,문은주7,22.2.21.월,신맛나는 커피 좋아요
네이버플레이스,jju****,22.4.13.수,굿
네이버플레이스,mulhollandkr,22.3.26.토,굿
네이버플레이스,초공123,22.6.2.목,좋아요
네이버플레이스,이야이야히,21.12.15.수,손님이 항상 많지만 직원분들이 친절해요
네이버플레이스,빠바밤,22.4.10.일,굿굿
네이버플레이스,kyu****,22.4.10.일,굿
네이버플레이스,gen****,22.4.4.월,맛있어요
네이버플레이스,아델라인96,22.3.18.금,좋아요
네이버플레이스,songbly53,22.4.3.일,맛있어요
네이버플레이스,얄루92,21.12.12.일,아이스크림라떼 👍🏻👍🏻👍🏻
네이버플레이스,yoo89,22.3.26.토,굿굿
네이버플레이스,복덩이스누피,21.12.12.일,라떼류는 두유로 바꿔먹기!!
네이버플레이스,올리비아ROH,22.4.3.일,굿
네이버플레이스,올리비아ROH,22.4.3.일,굿
네이버플레이스,올리비아ROH,22.4.3.일,굿
네이버플레이스,올리비아ROH,22.4.3.일,굿
네이버플레이스,건빵우유,22.3.14.월,❤❤
네이버플레이스,숑숑924,21.10.20.수,고소해서 좋아요. 약간 느끼한?면도 조금 있긴하지만 맛있어요.
네이버플레이스,커피홀릭23,22.1.17.월,
네이버플레이스,kwpk74,22.3.23.수,맛있어요
네이버플레이스,밤안개8648,21.12.26.일,매장도 크고 간격도 넓어요.
네이버플레이스,chash602,22.1.17.월,
네이버플레이스,hkz****,22.7.29.금,굿
네이버플레이스,제비일기,22.4.22.금,커피가 맛있어요
네이버플레이스,Igotplans,22.3.25.금,조아용
네이버플레이스,JOYjoy,21.11.19.금,매장이 쾌적하고 깔끔해서 좋아요! 메뉴도 진짜 맛있어서 좋았어요
네이버플레이스,Okyes,21.10.24.일,역시 라떼가 고소하니 폴바셋이 짱!
네이버플레이스,삼성35,22.3.12.토,좋아요
네이버플레이스,깡다구911,22.3.23.수,굿
네이버플레이스,보라평택,22.3.23.수,굿
네이버플레이스,soo****,22.2.17.목,굿굿
네이버플레이스,천상나미,22.3.22.화,굿
네이버플레이스,dus****,22.1.25.화,조아여인절함
네이버플레이스,12345678900000,21.11.23.화,조용하고 좋아요:)
네이버플레이스,뿌링클치킨닭다리,21.12.26.일,히터 틀어도 춥긴한데 매장 넓고 깨끗해요 ! 직원도 친절
네이버플레이스,빵준1015,22.2.20.일,단골입니당
네이버플레이스,shooadsl13,21.11.23.화,좋아요 제가 시간이 없어서 무리하게 부탁드렸는데 뜨거운걸 맨손으로 잡아가면서까지 포장해주셧어요 감사함니다 와이프가 이걸 너무 좋아해여
네이버플레이스,hok****,22.3.19.토,맛있습니다!!~~
네이버플레이스,삼성35,22.3.12.토,좋아요
네이버플레이스,알랑가몰라5877,22.3.17.목,굳굳
네이버플레이스,12111211,21.11.20.토,폴바셋 좋아해요 매장 많이 사라졌는데 제발 더 사라지지 말아주세요 ㅠㅠ
네이버플레이스,찐쏭,22.3.12.토,조아용
